2020-02-11/21:44:00		Error while creating table: no such column: F 
2020-02-12/19:07:07		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:07		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:07		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:07		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:07		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:07		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:07		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:07		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:07		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:07		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:07		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:07		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:08		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:08		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:08		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:08		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:08		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:08		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:08		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:08		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:08		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:08		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:08		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:08		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:08		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:08		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:09		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:09		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:09		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:09		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:09		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:09		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:09		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:09		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:09		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:09		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:09		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:09		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:09		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:09		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:10		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:10		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:10		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:10		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:10		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:10		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:10		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:10		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:10		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:10		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:10		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:10		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:10		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:10		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:11		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:11		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:11		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:11		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:11		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:11		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:11		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:11		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:11		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:11		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:11		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:11		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:11		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:11		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:12		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:12		 hypothyroid_0211198_0102062112002.csv: File loaded successfully!!
2020-02-12/19:07:12		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:12		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:12		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:12		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:12		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:12		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:12		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:12		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:12		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:12		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:12		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:12		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:12		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:13		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:13		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:13		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:13		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:13		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:13		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:13		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:13		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:13		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:13		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:13		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:13		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:14		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:14		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:14		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:14		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:14		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:14		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:14		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:14		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:14		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:14		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:14		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:14		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:14		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:14		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:14		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:15		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:15		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:15		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:15		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:15		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:15		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:15		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:15		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:15		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:15		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:15		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:15		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:15		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:15		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:15		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:16		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:16		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:16		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:16		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:16		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:16		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:16		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:16		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:16		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:16		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:16		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:16		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:17		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:17		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:17		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:17		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:17		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:17		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:17		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:17		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:17		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:17		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:17		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:17		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:17		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:17		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:18		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:18		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:18		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:18		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:18		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:18		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:18		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:18		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:18		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:18		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:18		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:18		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:18		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:18		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:18		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:19		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:19		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:19		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:19		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:19		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:19		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:19		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:19		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:19		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:19		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:19		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:19		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:19		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:20		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:20		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:20		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:20		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:20		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:20		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:20		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:20		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:20		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:20		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:20		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:20		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:21		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:21		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:21		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
2020-02-12/19:07:21		 hypothyroid_0211198_0102062112003.csv: File loaded successfully!!
